Omschrijvi,Naam,source,OBJECTID,UVID,BOUWWERKCO,AFSTOOTSTA,Shape_Leng,Shape_Area,EAN,Gebouwcode hoofdaansluiting,Gekoppelde aansluiting,Entity,Portefeuille,Naam Defensie,Bouwwerkfunctie,Adres,Postcode,Plaats,Contractcapaciteit,Aangevraagde Contractcapaciteit,Toekomstige contractcapaciteit,Maximaal piekvermogen,Verhoogde basislast,Vermogen laadpunten,WP vermogen,Max vermogen verbruik,Max ruimte verbruik,Oordeel verbruik,WP Zonnepanelen,Max ruimte opwek,Oordeel opwek,Projectnaam,Volgorde,Status_project,type_project_,Potentie,Planning,URL_projectpagina,RES_Regio,scope_omschrijving,Type_project_icon,Shape__Area,Shape__Length,cluster_id,lon,lat,geometry_wkt
Juridische borging beperkingengebied,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.210305779600719,51.5388403487307,POINT Z (5.210305779600719 51.5388403487307 170.05999999999767)
Mogelijkheden voor dynamisch schieten met voertuig,Schietbaan Marnewaard,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.2460593012529575,53.41175520215248,POINT (6.2460593012529575 53.41175520215248)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.242729281991254,53.418648775883604,POINT (6.242729281991254 53.418648775883604)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.245934013501492,53.42330823310741,POINT (6.245934013501492 53.42330823310741)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.2487168739791095,53.429525083991976,POINT (6.2487168739791095 53.429525083991976)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.252451148948031,53.44241875323207,POINT (6.252451148948031 53.44241875323207)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.251245180873752,53.45104385079186,POINT (6.251245180873752 53.45104385079186)
,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.845703737148964,52.3695610316368,POINT (5.845703737148964 52.3695610316368)
,A,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.843854827607151,52.362773533703724,POINT (5.843854827607151 52.362773533703724)
,D,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.972636209911492,52.40493641668316,POINT (5.972636209911492 52.40493641668316)
,C,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.934895354581198,52.38212002618544,POINT (5.934895354581198 52.38212002618544)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.84521564046513,52.38033818623828,POINT (5.84521564046513 52.38033818623828)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.9454855685792305,52.40225424717757,POINT (5.9454855685792305 52.40225424717757)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.949398434980665,52.40452354846575,POINT (5.949398434980665 52.40452354846575)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.9493098247596,52.40707242903343,POINT (5.9493098247596 52.40707242903343)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.95036057357458,52.40937996773145,POINT (5.95036057357458 52.40937996773145)
Uitbreiden Artillerie schietkamp,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.844407114569549,52.37101446695779,POINT (5.844407114569549 52.37101446695779)
Uitbreiden Artillerie schietkamp,D,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.972636209911492,52.40493641668316,POINT (5.972636209911492 52.40493641668316)
Uitbreiden Artillerie schietkamp,C,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.934895354581198,52.38212002618544,POINT (5.934895354581198 52.38212002618544)
Voorkeursalternatief uitbreiding depot Poortugaal,VKA depot Poortugaal,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.411329027520505,51.852429828789184,POINT (4.411329027520505 51.852429828789184)
Uitbreiding milieuruimte t.b.v. activiteiten,Vliegbasis Woensdrecht,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.341083382951159,51.44342788317579,POINT (4.341083382951159 51.44342788317579)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350325363403282,51.433090636586975,POINT (4.350325363403282 51.433090636586975)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350345888202435,51.433098010458984,POINT (4.350345888202435 51.433098010458984)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350357673799608,51.433090474298815,POINT (4.350357673799608 51.433090474298815)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350376042466543,51.43311760547571,POINT (4.350376042466543 51.43311760547571)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3503977112287435,51.433189712510675,POINT (4.3503977112287435 51.433189712510675)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350401894076232,51.4331587365795,POINT (4.350401894076232 51.4331587365795)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350418691934809,51.43318810111518,POINT (4.350418691934809 51.43318810111518)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350502746456079,51.4332549195105,POINT (4.350502746456079 51.4332549195105)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350482098915561,51.433289794314504,POINT (4.350482098915561 51.433289794314504)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3505469188167245,51.433359138531245,POINT (4.3505469188167245 51.433359138531245)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350626959727204,51.43326950724523,POINT (4.350626959727204 51.43326950724523)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3507281750929305,51.43335985015291,POINT (4.3507281750929305 51.43335985015291)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350776476671055,51.433341401746986,POINT (4.350776476671055 51.433341401746986)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.35080930197626,51.43334753642119,POINT (4.35080930197626 51.43334753642119)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350835298084902,51.433365296514324,POINT (4.350835298084902 51.433365296514324)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3508499981105055,51.433426554383324,POINT (4.3508499981105055 51.433426554383324)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3508525435374175,51.43350163769714,POINT (4.3508525435374175 51.43350163769714)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.35085954447708,51.43350889133516,POINT (4.35085954447708 51.43350889133516)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350899558844486,51.43360498290158,POINT (4.350899558844486 51.43360498290158)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350862434934933,51.43356105498445,POINT (4.350862434934933 51.43356105498445)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350903599620251,51.43369041719754,POINT (4.350903599620251 51.43369041719754)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351074914923417,51.43311078030796,POINT (4.351074914923417 51.43311078030796)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351115634008896,51.43315788634687,POINT (4.351115634008896 51.43315788634687)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351132018820846,51.4331787072685,POINT (4.351132018820846 51.4331787072685)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351140859694151,51.43314642428721,POINT (4.351140859694151 51.43314642428721)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351176433987508,51.43315123487722,POINT (4.351176433987508 51.43315123487722)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351237394230818,51.43321200458834,POINT (4.351237394230818 51.43321200458834)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351299433189846,51.43324042234684,POINT (4.351299433189846 51.43324042234684)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351404522996323,51.43328989772676,POINT (4.351404522996323 51.43328989772676)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351495843324727,51.433289809587365,POINT (4.351495843324727 51.433289809587365)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351623927533665,51.43338713222737,POINT (4.351623927533665 51.43338713222737)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3516879520265705,51.43334949601309,POINT (4.3516879520265705 51.43334949601309)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351846663422818,51.433402593205656,POINT (4.351846663422818 51.433402593205656)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351947337136703,51.433400340397384,POINT (4.351947337136703 51.433400340397384)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.352054997425886,51.43340309361401,POINT (4.352054997425886 51.43340309361401)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.352150412170724,51.43343540278615,POINT (4.352150412170724 51.43343540278615)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.352190841088199,51.43336969010136,POINT (4.352190841088199 51.43336969010136)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.352348346907268,51.43349289248012,POINT (4.352348346907268 51.43349289248012)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.352431961764055,51.43350621920668,POINT (4.352431961764055 51.43350621920668)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.352522507298226,51.43347196403504,POINT (4.352522507298226 51.43347196403504)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.352718126995078,51.43346605797676,POINT (4.352718126995078 51.43346605797676)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3528364568441305,51.43344912861728,POINT (4.3528364568441305 51.43344912861728)
Juridische borging beperkingengebied,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.283175036786995,51.579218560729714,POINT Z (4.283175036786995 51.579218560729714 161.88000000000466)
Voorkeursalternatief schietbaan Woensdrecht,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.351833855067265,51.43342473437693,POINT (4.351833855067265 51.43342473437693)
Gebruik van EHR8 voor onbemande vaartuigen,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.539223711721678,52.91297387972365,POINT (4.539223711721678 52.91297387972365)
Juridische borging van beperkingengebied,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.573161548038749,51.763888857636694,POINT Z (5.573161548038749 51.763888857636694 163.80999999999767)
Juridische borging van beperkingengebied,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.811604676580369,51.44913252458601,POINT Z (4.811604676580369 51.44913252458601 155.3000000000029)
Uitbreiding milieuruimte t.b.v. activiteiten,Vliegbasis Gilze-Rijen,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.928472466656491,51.56700510328911,POINT (4.928472466656491 51.56700510328911)
Herziening onveilige zone,Onveilige zone Vlieland,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.91787741571141,53.22248473726924,POINT (4.91787741571141 53.22248473726924)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.9701125420463335,53.212605462513224,POINT (4.9701125420463335 53.212605462513224)
Uitbreiden milieuruimte t.b.v. kazerneactiviteiten,Generaal Majoor de Ruyter van Steveninckkazerne,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.373072570713739,51.47225943868504,POINT (5.373072570713739 51.47225943868504)
,A,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.320753190504091,51.48542744921038,POINT (5.320753190504091 51.48542744921038)
,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.287976732142124,51.479988758467236,POINT (5.287976732142124 51.479988758467236)
,D,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.32084687598054,51.46084728253667,POINT (5.32084687598054 51.46084728253667)
,E,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.349038546978472,51.46666366486694,POINT (5.349038546978472 51.46666366486694)
,C,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.2882167968119775,51.46594283149676,POINT (5.2882167968119775 51.46594283149676)
,A,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.319215419711764,51.484714889777706,POINT (5.319215419711764 51.484714889777706)
,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.287976732142124,51.479988758467236,POINT (5.287976732142124 51.479988758467236)
,C,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.280087642582318,51.462293039997476,POINT (5.280087642582318 51.462293039997476)
,D,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.319696869938744,51.459696991924204,POINT (5.319696869938744 51.459696991924204)
,E,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.354462376079908,51.46341343857234,POINT (5.354462376079908 51.46341343857234)
,Maatschappelijk - Militair terrein,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.323337904763307,51.47276095322115,POINT (5.323337904763307 51.47276095322115)
Voorkeursalternatief uitbreiding EHD 41,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,3.9120740257906927,53.37118488685457,POINT (3.9120740257906927 53.37118488685457)
Burgerluchtverkeer beperkte of verboden gebieden (Verboden voor open categorie),,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,3.958320144691038,53.15018430480062,POINT (3.958320144691038 53.15018430480062)
Burgerluchtverkeer beperkte of verboden gebieden (Verboden voor open categorie),,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.233332601991921,53.15001993368535,POINT (4.233332601991921 53.15001993368535)
Burgerluchtverkeer beperkte of verboden gebieden (Verboden voor open categorie),,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,3.683332252390556,53.15002025461902,POINT (3.683332252390556 53.15002025461902)
Alternatief voor locatie hot cargo platform,Z,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.366768848418141,51.44911456818429,POINT (5.366768848418141 51.44911456818429)
Alternatief voor locatie hot cargo platform,M,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.378376534676368,51.459907257352455,POINT (5.378376534676368 51.459907257352455)
Alternatief voor locatie hot cargo platform,N,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.384323344762488,51.46517744616107,POINT (5.384323344762488 51.46517744616107)
Voorkeursalternatief uitbreiding secundaire baan,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.775751761455786,53.22847574744147,POINT (5.775751761455786 53.22847574744147)
Voorkeursalternatief uitbreiding secundaire baan,A,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.733465755507121,53.22813975648718,POINT (5.733465755507121 53.22813975648718)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.735234799602147,53.22884540567335,POINT (5.735234799602147 53.22884540567335)
Juridische borging beperkingengebied,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.513774656793429,53.24397571518123,POINT Z (5.513774656793429 53.24397571518123 150.22000000000116)
,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.775751761455786,53.22847574744147,POINT (5.775751761455786 53.22847574744147)
,A,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.733465755507121,53.22813975648718,POINT (5.733465755507121 53.22813975648718)
,OT STROESE ZAND,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.7290656612055875,52.20415164552465,POINT (5.7290656612055875 52.20415164552465)
,OT RUCPHENSE HEIDE,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.537050038351693,51.510243022355255,POINT (4.537050038351693 51.510243022355255)
,OT LANGENBOOM,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.74136157645249,51.7072750169044,POINT (5.74136157645249 51.7072750169044)
,OT LEUSDERHEIDE,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.3351200009810364,52.109093597293246,POINT (5.3351200009810364 52.109093597293246)
,OT HAVELTE WEST,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.186191181976785,52.78542607782236,POINT (6.186191181976785 52.78542607782236)
,OT WEZEPERBERG,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.0084082762464215,52.43126166088767,POINT (6.0084082762464215 52.43126166088767)
,OT WEERTERHEIDE,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.623882869206732,51.255704209949705,POINT (5.623882869206732 51.255704209949705)
,OT DE HAAR,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.526111058581124,52.94585366246336,POINT (6.526111058581124 52.94585366246336)
,OT ARNHEMSE HEIDE,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.9132795647382,52.04944839987807,POINT (5.9132795647382 52.04944839987807)
,OT ERMELOSCHE HEIDE,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.674172725289611,52.28997904895241,POINT (5.674172725289611 52.28997904895241)
,OT VRACHELSE HEIDE,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.825068836730526,51.637596491245446,POINT (4.825068836730526 51.637596491245446)
Voorkeursalternatief voor uitbreiding het depot,VKA depot Klaphek,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.055277985969343,51.991751173312736,POINT (5.055277985969343 51.991751173312736)
,HARSKAMP,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.812340411916341,52.13889690091377,POINT (5.812340411916341 52.13889690091377)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.808229813718985,52.14169731064322,POINT (5.808229813718985 52.14169731064322)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.80908133542962,52.14298674845501,POINT (5.80908133542962 52.14298674845501)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.8101273358077705,52.1441797597161,POINT (5.8101273358077705 52.1441797597161)
Uitbreiden live firing mogelijkheden,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.858245925223603,52.14338829667942,POINT (5.858245925223603 52.14338829667942)
Uitbreiden live firing mogelijkheden,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.855510441972931,52.14042969588428,POINT (5.855510441972931 52.14042969588428)
Uitbreiding milieu- en geluidsruimte op ISK,Infanterie Schietkamp,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.8150072642966535,52.137463074121435,POINT (5.8150072642966535 52.137463074121435)
Voorkeursalternatief voor uitbreiding raccordement,VKA uitbreiding,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.41997970429314,51.47716085639693,POINT (5.41997970429314 51.47716085639693)
Voorkeursalternatief uitbreiding raccordement,VKA Vlasakkers,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.322768013509466,52.14363273634983,POINT (5.322768013509466 52.14363273634983)
Uitbreiding faciliteiten voor schieten,Logistiek centrum Maaldrift,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.42849732832746,52.15132817244909,POINT (4.42849732832746 52.15132817244909)
Huisvesting incl faciliteiten,Oude politieacademie,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.919312463351346,52.19475617212597,POINT (5.919312463351346 52.19475617212597)
